year,fcode,employ,sales,avgsal,scrap,rework,tothrs,union,grant,d89,d88,totrain,hrsemp,lscrap,lemploy,lsales,lrework,lhrsemp,lscrap_1,grant_1,clscrap,cgrant,clemploy,clsales,lavgsal,clavgsal,cgrant_1,chrsemp,clhrsemp
1987,410604,60,#N/A,8320,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,4.094344616,#N/A,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.026417732,#N/A,#N/A,#N/A,#N/A
1988,410604,100,#N/A,8940,#N/A,#N/A,0,0,0,0,1,0,0,#N/A,4.60517025,#N/A,#N/A,0,#N/A,0,#N/A,0,0.510825634,#N/A,9.098290443,0.071872711,0,0,0
1989,410604,190,#N/A,10400,#N/A,#N/A,0,0,0,1,0,0,0,#N/A,5.247024059,#N/A,#N/A,0,#N/A,0,#N/A,0,0.641853809,#N/A,9.24956131,0.151270866,0,0,0
1987,410606,124,10507000,#N/A,0.660000026,#N/A,10,0,0,0,0,43,3.467741966,-0.415515393,4.820281506,16.16755295,#N/A,1.496883154,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,410606,127,12172850,14538,0.340000004,#N/A,8,0,0,0,1,30,1.889763832,-1.078809619,4.84418726,16.31471825,#N/A,1.06117475,-0.415515393,0,-0.663294196,0,0.023905754,0.147165298,9.584521294,#N/A,0,-1.577978134,-0.435708404
1989,410606,128,12039550,14865,0.389999986,#N/A,28,0,0,1,0,87,19.03125,-0.941608548,4.852030277,16.30370712,#N/A,2.997293472,-1.078809619,0,0.137201071,0,0.007843018,-0.011011124,9.606764793,0.0222435,0,17.14148712,1.936118722
1987,410609,22,1650831,24900,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,3.091042519,14.31678963,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,10.12262344,#N/A,#N/A,#N/A,#N/A
1988,410609,37,1817961,23000,#N/A,#N/A,0,0,0,0,1,0,0,#N/A,3.610917807,14.41322613,#N/A,0,#N/A,0,#N/A,0,0.519875288,0.096436501,10.04324913,-0.079374313,0,0,0
1989,410609,44,1642441,23200,#N/A,#N/A,0,0,0,1,0,0,0,#N/A,3.784189701,14.31169415,#N/A,0,#N/A,0,#N/A,0,0.173271894,-0.101531982,10.05190754,0.008658409,0,0,0
1987,410612,60,7000000,8840,#N/A,#N/A,12,0,0,0,0,60,12,#N/A,4.094344616,15.76142025,#N/A,2.564949274,#N/A,0,#N/A,0,#N/A,#N/A,9.087041855,#N/A,#N/A,#N/A,#N/A
1988,410612,65,8500000,9880,#N/A,#N/A,12,0,0,0,1,65,12,#N/A,4.174387455,15.9555769,#N/A,2.564949274,#N/A,0,#N/A,0,0.080042839,0.194156647,9.198267937,0.111226082,0,0,0
1989,410612,70,11000000,10920,#N/A,#N/A,12,0,0,1,0,70,12,#N/A,4.248495102,16.21340561,#N/A,2.564949274,#N/A,0,#N/A,0,0.074107647,0.257828712,9.298351288,0.100083351,0,0,0
1987,410626,27,4600000,18000,0.870000005,#N/A,24,1,0,0,0,3,2.666666746,-0.139262065,3.295836926,15.34156704,#N/A,1.299283028,#N/A,0,#N/A,0,#N/A,#N/A,9.798127174,#N/A,#N/A,#N/A,#N/A
1988,410626,28,4900000,19000,0.819999993,#N/A,16,1,0,0,1,2,1.142857194,-0.198450953,3.33220458,15.40474606,#N/A,0.762140095,-0.139262065,0,-0.059188887,0,0.036367655,0.063179016,9.852193832,0.054066658,0,-1.523809552,-0.537142932
1989,410626,30,5600000,21000,0.709999979,#N/A,32,1,0,1,0,6,6.400000095,-0.342490345,3.401197433,15.53827763,#N/A,2.001480103,-0.198450953,0,-0.144039392,0,0.068992853,0.13353157,9.952278137,0.100084305,0,5.257143021,1.239340067
1987,410627,25,2900000,21830,#N/A,#N/A,#N/A,1,0,0,0,25,#N/A,#N/A,3.218875885,14.88022137,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,9.99104023,#N/A,#N/A,#N/A,#N/A
1988,410627,25,2800000,22454,#N/A,#N/A,#N/A,1,0,0,1,25,#N/A,#N/A,3.218875885,14.84512997,#N/A,#N/A,#N/A,0,#N/A,0,0,-0.0350914,10.01922417,0.028183937,0,#N/A,#N/A
1989,410627,25,2900000,23078,#N/A,#N/A,#N/A,1,0,1,0,25,#N/A,#N/A,3.218875885,14.88022137,#N/A,#N/A,#N/A,0,#N/A,0,0,0.0350914,10.04663467,0.027410507,0,#N/A,#N/A
1987,410629,16,1100000,18500,1.200000048,0.579999983,#N/A,0,0,0,0,16,#N/A,0.182321593,2.77258873,13.91082096,-0.544727206,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,9.825526237,#N/A,#N/A,#N/A,#N/A
1988,410629,19,2050000,21000,0.529999971,0.25,#N/A,0,0,0,1,19,#N/A,-0.634878337,2.944438934,14.53334999,-1.386294365,#N/A,0.182321593,0,-0.817199945,0,0.171850204,0.62252903,9.952278137,0.1267519,0,#N/A,#N/A
1989,410629,23,2260000,23500,0.49000001,0.360000014,#N/A,0,0,1,0,23,#N/A,-0.713349879,3.135494232,14.63087559,-1.021651149,#N/A,-0.634878337,0,-0.078471541,0,0.191055298,0.097525597,10.06475544,0.112477303,0,#N/A,#N/A
1987,410635,100,20000000,22000,#N/A,#N/A,0,1,0,0,0,0,0,#N/A,4.60517025,16.81124306,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.998797417,#N/A,#N/A,#N/A,#N/A
1988,410635,95,18000000,22000,#N/A,#N/A,1,1,0,0,1,1,0.010526316,#N/A,4.553876877,16.70588303,#N/A,0.0104713,#N/A,0,#N/A,0,-0.051293373,-0.105360031,9.998797417,0,0,0.010526316,0.0104713
1989,410635,85,16000000,22000,#N/A,#N/A,20,1,0,1,0,50,11.76470566,#N/A,4.442651272,16.58809853,#N/A,2.546684027,#N/A,0,#N/A,0,-0.111225605,-0.1177845,9.998797417,0,0,11.754179,2.536212683
1987,410636,8,386807,14110,#N/A,#N/A,#N/A,0,0,0,0,8,#N/A,#N/A,2.079441547,12.86568069,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,9.554638863,#N/A,#N/A,#N/A,#N/A
1988,410636,10,734613,14040,#N/A,#N/A,#N/A,0,0,0,1,10,#N/A,#N/A,2.302585125,13.50709915,#N/A,#N/A,#N/A,0,#N/A,0,0.223143578,0.641418457,9.549665451,-0.004973412,0,#N/A,#N/A
1989,410636,8,518842,14126,#N/A,#N/A,#N/A,0,0,1,0,8,#N/A,#N/A,2.079441547,13.15935421,#N/A,#N/A,#N/A,0,#N/A,0,-0.223143578,-0.347744942,9.555772781,0.00610733,0,#N/A,#N/A
1987,410639,135,14000000,20384,#N/A,#N/A,1,1,0,0,0,50,0.370370358,#N/A,4.905274868,16.45456696,#N/A,0.31508103,#N/A,0,#N/A,0,#N/A,#N/A,9.922505379,#N/A,#N/A,#N/A,#N/A
1988,410639,135,15000000,20800,#N/A,#N/A,3,1,0,0,1,75,1.666666627,#N/A,4.905274868,16.52356148,#N/A,0.980829239,#N/A,0,#N/A,0,0,0.068994522,9.942708015,0.020202637,0,1.296296239,0.665748239
1989,410639,144,15500000,20592,#N/A,#N/A,5,1,0,1,0,100,3.472222328,#N/A,4.969813347,16.55635071,#N/A,1.497885466,#N/A,0,#N/A,0,0.064538479,0.03278923,9.932658195,-0.01004982,0,1.805555701,0.517056227
1987,410640,13,1656000,19266,#N/A,#N/A,240,0,0,0,0,3,55.38461685,#N/A,2.564949274,14.31991577,#N/A,4.032196522,#N/A,0,#N/A,0,#N/A,#N/A,9.86609745,#N/A,#N/A,#N/A,#N/A
1988,410640,11,1527000,20867,#N/A,#N/A,200,0,0,0,1,2,36.36363602,#N/A,2.397895336,14.23881531,#N/A,3.620697975,#N/A,0,#N/A,0,-0.167053938,-0.081100464,9.945923805,0.079826355,0,-19.02098083,-0.411498547
1989,410640,13,1454000,25154,#N/A,#N/A,200,0,0,1,0,2,30.76922989,#N/A,2.564949274,14.18982887,#N/A,3.45849824,#N/A,0,#N/A,0,0.167053938,-0.048986435,10.13277245,0.18684864,0,-5.594406128,-0.162199736
1987,410641,#N/A,3600000,#N/A,#N/A,#N/A,#N/A,0,0,0,0,#N/A,#N/A,#N/A,#N/A,15.09644413,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,410641,#N/A,3900000,#N/A,#N/A,#N/A,#N/A,0,0,0,1,#N/A,#N/A,#N/A,#N/A,15.17648697,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,0.080042839,#N/A,#N/A,0,#N/A,#N/A
1989,410641,#N/A,5200000,#N/A,#N/A,#N/A,#N/A,0,0,1,0,#N/A,#N/A,#N/A,#N/A,15.4641695,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,0.287682533,#N/A,#N/A,0,#N/A,#N/A
1987,410642,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,410642,#N/A,#N/A,#N/A,#N/A,#N/A,45,0,0,0,1,25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
1989,410642,#N/A,#N/A,#N/A,#N/A,#N/A,45,0,0,1,0,25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
1987,410649,30,2100000,25500,#N/A,#N/A,#N/A,0,0,0,0,30,#N/A,#N/A,3.401197433,14.55744743,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,10.14643383,#N/A,#N/A,#N/A,#N/A
1988,410649,27,2252000,26000,#N/A,#N/A,#N/A,0,0,0,1,27,#N/A,#N/A,3.295836926,14.62732887,#N/A,#N/A,#N/A,0,#N/A,0,-0.105360508,0.069881439,10.16585159,0.019417763,0,#N/A,#N/A
1989,410649,24,1866064,28000,#N/A,#N/A,#N/A,0,0,1,0,24,#N/A,#N/A,3.178053856,14.43934155,#N/A,#N/A,#N/A,0,#N/A,0,-0.11778307,-0.187987328,10.23995972,0.074108124,0,#N/A,#N/A
1987,410653,14,1950000,16000,1.059999943,#N/A,#N/A,1,0,0,0,14,#N/A,0.058268853,2.639057398,14.48334026,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,9.680343628,#N/A,#N/A,#N/A,#N/A
1988,410653,13,1850000,17000,1.029999971,#N/A,#N/A,1,0,0,1,13,#N/A,0.029558774,2.564949274,14.43069649,#N/A,#N/A,0.058268853,0,-0.028710078,0,-0.074108124,-0.052643776,9.740968704,0.060625076,0,#N/A,#N/A
1989,410653,12,1550000,18000,1.139999986,#N/A,#N/A,1,0,1,0,12,#N/A,0.13102825,2.484906673,14.25376511,#N/A,#N/A,0.029558774,0,0.101469472,0,-0.080042601,-0.176931381,9.798127174,0.05715847,0,#N/A,#N/A
1987,410665,#N/A,#N/A,#N/A,0.050000001,0.059999999,0,0,0,0,0,0,#N/A,-2.995732307,#N/A,#N/A,-2.813410759,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,410665,12,1000000,29120,0.079999998,0.029999999,16,0,0,0,1,2,2.666666746,-2.525728703,2.484906673,13.81551075,-3.506557941,1.299283028,-2.995732307,0,0.470003605,0,#N/A,#N/A,10.27918053,#N/A,0,#N/A,#N/A
1989,410665,14,1200000,29120,0.029999999,0.090000004,16,0,0,1,0,4,4.571428776,-3.506557941,2.639057398,13.9978323,-2.407945633,1.717651486,-2.525728703,0,-0.980829239,0,0.154150724,0.182321548,10.27918053,0,0,1.90476203,0.418368459
1987,410679,30,#N/A,26000,#N/A,3,#N/A,0,0,0,0,30,#N/A,#N/A,3.401197433,#N/A,1.098612309,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,10.16585159,#N/A,#N/A,#N/A,#N/A
1988,410679,30,#N/A,26000,#N/A,3,#N/A,0,0,0,1,30,#N/A,#N/A,3.401197433,#N/A,1.098612309,#N/A,#N/A,0,#N/A,0,0,#N/A,10.16585159,0,0,#N/A,#N/A
1989,410679,28,#N/A,27000,#N/A,3,#N/A,0,0,1,0,28,#N/A,#N/A,3.33220458,#N/A,1.098612309,#N/A,#N/A,0,#N/A,0,-0.068992853,#N/A,10.2035923,0.037740707,0,#N/A,#N/A
1987,410680,27,2873000,19762,#N/A,#N/A,100,0,0,0,0,14,51.85185242,#N/A,3.295836926,14.87086773,#N/A,3.967492819,#N/A,0,#N/A,0,#N/A,#N/A,9.891515732,#N/A,#N/A,#N/A,#N/A
1988,410680,61,6097000,21120,#N/A,#N/A,50,0,0,0,1,5,4.098360538,#N/A,4.110873699,15.62330723,#N/A,1.628919005,#N/A,0,#N/A,0,0.815036774,0.752439499,9.957975388,0.066459656,0,-47.75349045,-2.338573933
1989,410680,52,5670000,22360,#N/A,#N/A,70,0,0,1,0,9,12.11538506,#N/A,3.951243639,15.55069923,#N/A,2.57378602,#N/A,0,#N/A,0,-0.15963006,-0.072607994,10.01502895,0.057053566,0,8.017024994,0.944867015
1987,410685,24,2213235,20004,0.140000001,#N/A,#N/A,0,0,0,0,24,#N/A,-1.966112852,3.178053856,14.60996628,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,9.903687477,#N/A,#N/A,#N/A,#N/A
1988,410685,20,2100943,19078,0.159999996,#N/A,#N/A,0,0,0,1,20,#N/A,-1.83258152,2.995732307,14.55789661,#N/A,#N/A,-1.966112852,0,0.133531332,0,-0.182321548,-0.052069664,9.856290817,-0.04739666,0,#N/A,#N/A
1989,410685,20,2174049,21099,0.230000004,#N/A,#N/A,0,0,1,0,20,#N/A,-1.469675899,2.995732307,14.59210205,#N/A,#N/A,-1.83258152,0,0.362905622,0,0,0.034205437,9.956980705,0.100689888,0,#N/A,#N/A
1987,410686,6,2100000,16640,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,1.791759491,14.55744743,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.719564438,#N/A,#N/A,#N/A,#N/A
1988,410686,7,1800000,18720,#N/A,#N/A,10,0,0,0,1,2,2.857142925,#N/A,1.945910096,14.40329742,#N/A,1.34992671,#N/A,0,#N/A,0,0.154150605,-0.154150009,9.837347984,0.117783546,0,2.857142925,1.34992671
1989,410686,6,1600000,20800,#N/A,#N/A,0,0,0,1,0,0,0,#N/A,1.791759491,14.28551388,#N/A,0,#N/A,0,#N/A,0,-0.154150605,-0.117783546,9.942708015,0.105360031,0,-2.857142925,-1.34992671
1987,418006,63,#N/A,25900,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,4.143134594,#N/A,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,10.1619978,#N/A,#N/A,#N/A,#N/A
1988,418006,57,#N/A,25300,#N/A,#N/A,45,0,1,0,1,24,18.94736862,#N/A,4.043051243,#N/A,#N/A,2.993097305,#N/A,0,#N/A,1,-0.100083351,#N/A,10.13855934,-0.023438454,0,18.94736862,2.993097305
1989,418006,59,#N/A,26800,#N/A,#N/A,40,0,0,1,0,35,23.72881317,#N/A,4.077537537,#N/A,#N/A,3.207969189,#N/A,1,#N/A,-1,0.034486294,#N/A,10.19615746,0.057598114,1,4.78144455,0.214871883
1987,418007,26,2200000,10712,#N/A,1.899999976,#N/A,1,0,0,0,26,#N/A,#N/A,3.258096457,14.60396767,0.641853869,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,9.279119492,#N/A,#N/A,#N/A,#N/A
1988,418007,24,1800000,10940,#N/A,2.599999905,#N/A,1,0,0,1,24,#N/A,#N/A,3.178053856,14.40329742,0.955511391,#N/A,#N/A,0,#N/A,0,-0.080042601,-0.200670242,9.300181389,0.021061897,0,#N/A,#N/A
1989,418007,21,1700000,11148,#N/A,1.200000048,#N/A,1,0,1,0,21,#N/A,#N/A,3.044522524,14.34613895,0.182321593,#N/A,#N/A,0,#N/A,0,-0.133531332,-0.05715847,9.319015503,0.018834114,0,#N/A,#N/A
1987,418008,10,900000,#N/A,#N/A,#N/A,0,0,0,0,0,3,0,#N/A,2.302585125,13.71014977,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,418008,10,1200000,#N/A,#N/A,#N/A,16,0,1,0,1,10,16,#N/A,2.302585125,13.9978323,#N/A,2.833213329,#N/A,0,#N/A,1,0,0.287682533,#N/A,#N/A,0,16,2.833213329
1989,418008,12,1100000,20000,#N/A,#N/A,0,0,0,1,0,1,0,#N/A,2.484906673,13.91082096,#N/A,0,#N/A,1,#N/A,-1,0.182321548,-0.087011337,9.903487206,#N/A,1,-16,-2.833213329
1987,418011,70,4200000,12400,10,9,0,1,0,0,0,0,0,2.302585125,4.248495102,15.25059509,2.197224617,0,#N/A,0,#N/A,0,#N/A,#N/A,9.425451279,#N/A,#N/A,#N/A,#N/A
1988,418011,50,3740000,13400,3,3,43,1,1,0,1,10,8.600000381,1.098612309,3.912023067,15.13459587,1.098612309,2.261763096,2.302585125,0,-1.203972816,1,-0.336472034,-0.115999222,9.503009796,0.077558517,0,8.600000381,2.261763096
1989,418011,30,2040000,14000,2,1,40,1,0,1,0,5,6.666666508,0.693147182,3.401197433,14.5284605,0,2.036881924,1.098612309,1,-0.405465126,-1,-0.510825634,-0.606135368,9.546813011,0.043803215,1,-1.933333874,-0.224881172
1987,418013,20,750000,14560,#N/A,0.270000011,40,0,0,0,0,2,4,#N/A,2.995732307,13.52782822,-1.309333324,1.609437943,#N/A,0,#N/A,0,#N/A,#N/A,9.586032867,#N/A,#N/A,#N/A,#N/A
1988,418013,18,800000,16640,#N/A,0.25,60,0,1,0,1,3,10,#N/A,2.890371799,13.59236717,-1.386294365,2.397895336,#N/A,0,#N/A,1,-0.105360508,0.064538956,9.719564438,0.13353157,0,6,0.788457394
1989,418013,20,950000,17680,#N/A,0.209999993,40,0,0,1,0,3,6,#N/A,2.995732307,13.76421738,-1.560647726,1.945910096,#N/A,1,#N/A,-1,0.105360508,0.171850204,9.780189514,0.060625076,1,-4,-0.45198524
1987,418014,9,6802180,13478,#N/A,#N/A,256,0,0,0,0,2,56.88888931,#N/A,2.197224617,15.73275375,#N/A,4.058525562,#N/A,0,#N/A,0,#N/A,#N/A,9.508813858,#N/A,#N/A,#N/A,#N/A
1988,418014,12,936477,14269,#N/A,#N/A,281,0,1,0,1,7,163.9166718,#N/A,2.484906673,13.74987984,#N/A,5.10544014,#N/A,0,#N/A,1,0.287682056,-1.982873917,9.565844536,0.057030678,0,107.0277863,1.046914577
1989,418014,17,1437883,15558,#N/A,#N/A,256,0,0,1,0,5,75.29412079,#N/A,2.833213329,14.17868233,#N/A,4.33459568,#N/A,1,#N/A,-1,0.348306656,0.42880249,9.652330399,0.086485863,1,-88.62255096,-0.77084446
1987,418021,11,1850000,12500,1,1,0,0,0,0,0,0,0,0,2.397895336,14.43069649,0,0,#N/A,0,#N/A,0,#N/A,#N/A,9.433484077,#N/A,#N/A,#N/A,#N/A
1988,418021,13,2078000,13100,1,1,40,0,1,0,1,2,6.153846264,0,2.564949274,14.54691601,0,1.967650175,0,0,0,1,0.167053938,0.116219521,9.480367661,0.046883583,0,6.153846264,1.967650175
1989,418021,13,2040000,13800,1,1,10,0,0,1,0,2,1.538461566,0,2.564949274,14.5284605,0,0.931558192,0,1,0,-1,0,-0.018455505,9.532423973,0.052056313,1,-4.615384579,-1.036092043
1987,418024,40,5500000,10400,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,3.68887949,15.5202589,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.24956131,#N/A,#N/A,#N/A,#N/A
1988,418024,60,6000000,10400,#N/A,#N/A,40,0,1,0,1,57,38,#N/A,4.094344616,15.60727024,#N/A,3.663561583,#N/A,0,#N/A,1,0.405465126,0.087011337,9.24956131,0,0,38,3.663561583
1989,418024,100,7000000,11020,#N/A,#N/A,20,0,0,1,0,10,2,#N/A,4.60517025,15.76142025,#N/A,1.098612309,#N/A,1,#N/A,-1,0.510825634,0.154150009,9.307467461,0.057906151,1,-36,-2.564949274
1987,418035,30,1269000,14000,6,12,0,0,0,0,0,0,0,1.791759491,3.401197433,14.05373955,2.484906673,0,#N/A,0,#N/A,0,#N/A,#N/A,9.546813011,#N/A,#N/A,#N/A,#N/A
1988,418035,30,1681000,14500,5,11,23,0,1,0,1,24,18.39999962,1.609437943,3.401197433,14.33489895,2.397895336,2.965273142,1.791759491,0,-0.182321548,1,0,0.281159401,9.581903458,0.035090446,0,18.39999962,2.965273142
1989,418035,31,1814000,15000,3,9,0,0,0,1,0,0,0,1.098612309,3.433987141,14.41104507,2.197224617,0,1.609437943,1,-0.510825634,-1,0.032789707,0.076146126,9.615805626,0.033902168,1,-18.39999962,-2.965273142
1987,418036,485,#N/A,17888,#N/A,#N/A,10,0,0,0,0,15,0.309278339,#N/A,6.184148788,#N/A,#N/A,0.269476086,#N/A,0,#N/A,0,#N/A,#N/A,9.791885376,#N/A,#N/A,#N/A,#N/A
1988,418036,500,#N/A,18637,#N/A,#N/A,46,0,1,0,1,24,2.207999945,#N/A,6.214608192,#N/A,#N/A,1.165647626,#N/A,0,#N/A,1,0.030459404,#N/A,9.832903862,0.041018486,0,1.898721576,0.89617157
1989,418036,525,#N/A,19386,#N/A,#N/A,10,0,0,1,0,15,0.285714298,#N/A,6.26339817,#N/A,#N/A,0.251314431,#N/A,1,#N/A,-1,0.048789978,#N/A,9.872306824,0.039402962,1,-1.922285676,-0.914333224
1987,418045,15,2000000,18000,2,1,30,0,0,0,0,2,4,0.693147182,2.708050251,14.50865746,0,1.609437943,#N/A,0,#N/A,0,#N/A,#N/A,9.798127174,#N/A,#N/A,#N/A,#N/A
1988,418045,15,2500000,20000,2,1,40,0,0,0,1,3,8,0.693147182,2.708050251,14.73180103,0,2.197224617,0.693147182,0,0,0,0,0.223143578,9.903487206,0.105360031,0,4,0.587786674
1989,418045,15,3500000,22000,2,1,150,0,0,1,0,15,150,0.693147182,2.708050251,15.06827354,0,5.017279625,0.693147182,0,0,0,0,0.336472511,9.998797417,0.095310211,0,142,2.820055008
1987,418046,15,#N/A,13000,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,2.708050251,#N/A,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.472704887,#N/A,#N/A,#N/A,#N/A
1988,418046,20,#N/A,12000,#N/A,#N/A,24,0,1,0,1,20,24,#N/A,2.995732307,#N/A,#N/A,3.218875885,#N/A,0,#N/A,1,0.287682056,#N/A,9.392662048,-0.080042839,0,24,3.218875885
1989,418046,25,#N/A,12000,#N/A,#N/A,4,0,0,1,0,25,4,#N/A,3.218875885,#N/A,#N/A,1.609437943,#N/A,1,#N/A,-1,0.223143578,#N/A,9.392662048,0,1,-20,-1.609437943
1987,418051,#N/A,#N/A,#N/A,0.449999988,0.140000001,25,1,0,0,0,30,#N/A,-0.79850775,#N/A,#N/A,-1.966112852,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,418051,#N/A,#N/A,#N/A,0.5,0.170000002,13,1,1,0,1,199,#N/A,-0.693147182,#N/A,#N/A,-1.771956801,#N/A,-0.79850775,0,0.105360568,1,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
1989,418051,#N/A,#N/A,#N/A,0.5,0.170000002,20,1,0,1,0,15,#N/A,-0.693147182,#N/A,#N/A,-1.771956801,#N/A,-0.693147182,1,0,-1,#N/A,#N/A,#N/A,#N/A,1,#N/A,#N/A
1987,418052,6,400000,25861,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,1.791759491,12.89921951,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,10.16049099,#N/A,#N/A,#N/A,#N/A
1988,418052,5,500000,25168,#N/A,#N/A,55,0,1,0,1,5,55,#N/A,1.609437943,13.12236309,#N/A,4.025351524,#N/A,0,#N/A,1,-0.182321548,0.223143578,10.13332844,-0.027162552,0,55,4.025351524
1989,418052,7,600000,23625,#N/A,#N/A,0,0,0,1,0,0,0,#N/A,1.945910096,13.30468464,#N/A,0,#N/A,1,#N/A,-1,0.336472154,0.182321548,10.07006073,-0.063267708,1,-55,-4.025351524
1987,418054,60,3330457,11500,1.25,#N/A,0,0,0,0,0,3,0,0.223143548,4.094344616,15.01862049,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.350102425,#N/A,#N/A,#N/A,#N/A
1988,418054,65,3765312,12500,1.539999962,#N/A,40,0,1,0,1,3,1.846153855,0.431782395,4.174387455,15.14134121,#N/A,1.045968533,0.223143548,0,0.208638847,1,0.080042839,0.122720718,9.433484077,0.083381653,0,1.846153855,1.045968533
1989,418054,56,3533090,13200,0.959999979,#N/A,10,0,0,1,0,0,0,-0.040822018,4.025351524,15.07768345,#N/A,0,0.431782395,1,-0.472604424,-1,-0.149035931,-0.063657761,9.48797226,0.054488182,1,-1.846153855,-1.045968533
1987,418065,259,26942000,15038,1.299999952,0.5,6,1,0,0,0,150,3.474903584,0.262364239,5.556828022,17.10919762,-0.693147182,1.49848485,#N/A,0,#N/A,0,#N/A,#N/A,9.618335724,#N/A,#N/A,#N/A,#N/A
1988,418065,331,32161000,15434,1.5,0.699999988,21,1,1,0,1,244,15.48036289,0.405465096,5.802118301,17.28626442,-0.356674969,2.802169561,0.262364239,0,0.143100858,1,0.245290279,0.177066803,9.644328117,0.025992393,0,12.00545883,1.303684711
1989,418065,321,31046000,16307,1,0.699999988,6,1,0,1,0,180,3.364485979,0,5.771440983,17.25098038,-0.356674969,1.473500371,0.405465096,1,-0.405465096,-1,-0.030677319,-0.035284042,9.699349403,0.055021286,1,-12.11587715,-1.32866919
1987,418066,35,#N/A,#N/A,#N/A,#N/A,2,0,0,0,0,35,2,#N/A,3.555348158,#N/A,#N/A,1.098612309,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,418066,34,#N/A,#N/A,#N/A,#N/A,#N/A,0,1,0,1,34,#N/A,#N/A,3.526360512,#N/A,#N/A,#N/A,#N/A,0,#N/A,1,-0.028987646,#N/A,#N/A,#N/A,0,#N/A,#N/A
1989,418066,36,#N/A,#N/A,#N/A,#N/A,3,0,0,1,0,36,3,#N/A,3.583518982,#N/A,#N/A,1.386294365,#N/A,1,#N/A,-1,0.05715847,#N/A,#N/A,#N/A,1,#N/A,#N/A
1987,418076,60,3870000,19968,1.059999943,2,50,0,0,0,0,20,16.66666603,0.058268853,4.094344616,15.16876507,0.693147182,2.871679544,#N/A,0,#N/A,0,#N/A,#N/A,9.901885986,#N/A,#N/A,#N/A,#N/A
1988,418076,70,3882000,20800,0.800000012,1.5,52,0,1,0,1,41,30.45714378,-0.223143533,4.248495102,15.17186069,0.405465096,3.448626041,0.058268853,0,-0.281412393,1,0.154150486,0.003095627,9.942708015,0.040822029,0,13.79047775,0.576946497
1989,418076,70,5330000,21840,0.219999999,0.5,50,0,0,1,0,20,14.28571415,-1.514127731,4.248495102,15.48886204,-0.693147182,2.726918697,-0.223143533,1,-1.290984154,-1,0,0.317001343,9.991497993,0.048789978,1,-16.17142868,-0.721707344
1987,418083,125,26000000,20000,3,0.050000001,0,1,0,0,0,0,0,1.098612309,4.828313828,17.07360649,-2.995732307,0,#N/A,0,#N/A,0,#N/A,#N/A,9.903487206,#N/A,#N/A,#N/A,#N/A
